280,-0.3704,0.1487,-0.3095,-0.0061,-0.0038,0.9889
285,-0.2800,0.0071,-0.2896,-0.0062,-0.0042,0.9891
290,-0.2955,0.0852,-0.2598,-0.0049,-0.0030,0.9895
295,-0.3285,0.0872,-0.3056,-0.0072,-0.0043,0.9880
300,-0.2780,0.0318,-0.2982,-0.0034,-0.0042,0.9896
305,-0.2672,0.0507,-0.3058,-0.0067,-0.0046,0.9893
310,-0.3115,0.0837,-0.2879,-0.0046,-0.0046,0.9893
315,-0.3034,0.0554,-0.3004,-0.0066,-0.0045,0.9878
320,-0.2817,0.1015,-0.2824,-0.0049,-0.0045,0.9893
325,-0.2723,0.0330,-0.3108,-0.0055,-0.0045,0.9884
330,-0.2952,0.0569,-0.2775,-0.0055,-0.0033,0.9891
335,-0.3231,0.1024,-0.2864,-0.0062,-0.0025,0.9890
340,-0.3292,0.0581,-0.2864,-0.0042,-0.0015,0.9884
345,-0.2458,0.0719,-0.3031,-0.0075,-0.0035,0.9884
350,-0.2492,0.0719,-0.3012,-0.0037,-0.0063,0.9872
355,-0.2682,0.0254,-0.2807,-0.0076,-0.0054,0.9891
360,-0.2305,0.1074,-0.2943,-0.0055,-0.0032,0.9900
365,-0.2903,0.0382,-0.3076,-0.0050,-0.0029,0.9901
370,-0.3014,0.1182,-0.3078,-0.0067,-0.0040,0.9869
375,-0.2965,0.0249,-0.2785,-0.0056,-0.0039,0.9894
380,-0.2965,0.0330,-0.3058,-0.0067,-0.0046,0.9894
385,-0.2992,0.0978,-0.3196,-0.0035,-0.0036,0.9876
390,-0.3253,0.1500,-0.2994,-0.0084,-0.0038,0.9897
395,-0.2913,0.0347,-0.2980,-0.0042,-0.0038,0.9891
400,-0.2519,0.0153,-0.2829,-0.0074,-0.0041,0.9893
405,-0.2288,-0.0002,-0.2763,-0.0056,-0.0047,0.9890
410,-0.3605,0.0234,-0.2595,-0.0051,-0.0044,0.9878
415,-0.2480,0.2027,-0.2824,-0.0064,-0.0033,0.9906
420,-0.3546,0.1212,-0.2539,-0.0039,-0.0023,0.9903
425,-0.2554,0.0554,-0.2763,-0.0071,-0.0044,0.9891
430,-0.2763,0.1234,-0.2834,-0.0030,-0.0051,0.9888
435,-0.2930,0.0973,-0.2871,-0.0078,-0.0044,0.9892
440,-0.3440,0.1012,-0.3154,-0.0052,-0.0035,0.9885
445,-0.3039,-0.0458,-0.2800,-0.0050,-0.0027,0.9870
450,-0.3378,0.1007,-0.2866,-0.0054,-0.0035,0.9913
455,-0.2768,-0.0062,-0.2881,-0.0058,-0.0048,0.9885
460,-0.2792,0.0547,-0.2829,-0.0073,-0.0035,0.9897
465,-0.3115,0.1088,-0.3007,-0.0046,-0.0027,0.9894
470,-0.2938,0.0709,-0.2805,-0.0058,-0.0036,0.9885
475,-0.2859,0.0160,-0.2672,-0.0050,-0.0041,0.9895
480,-0.2920,0.0485,-0.2957,-0.0066,-0.0049,0.9887
485,-0.3110,0.0837,-0.2884,-0.0059,-0.0038,0.9899
490,-0.2960,0.0428,-0.3223,-0.0048,-0.0040,0.9881
495,-0.3083,0.0845,-0.2982,-0.0064,-0.0033,0.9878
500,-0.2763,0.1101,-0.2965,-0.0052,-0.0034,0.9861
505,-0.1948,0.0832,-0.3090,-0.0055,-0.0032,0.9949
510,-0.4472,0.0955,-0.2874,-0.0055,-0.0076,0.9890
515,-0.2507,0.0081,-0.3132,-0.0053,-0.0054,0.9839
520,-0.2391,0.1029,-0.3076,-0.0064,0.0003,0.9930
525,-0.2494,0.0886,-0.2898,-0.0058,-0.0028,0.9857
530,-0.3290,-0.0441,-0.2980,-0.0057,-0.0025,0.9914
535,-0.2879,0.0899,-0.2610,-0.0059,-0.0065,0.9891
540,-0.2623,0.0532,-0.3036,-0.0039,-0.0046,0.9888
545,-0.2751,0.0793,-0.2458,-0.0085,-0.0036,0.9880
550,-0.2728,0.0101,-0.2928,-0.0051,-0.0010,0.9908
555,-0.2361,0.1066,-0.2952,-0.0062,-0.0031,0.9873
560,-0.2519,0.1384,-0.2874,-0.0054,-0.0051,0.9892
565,-0.1349,0.0941,-0.2741,-0.0053,-0.0044,0.9873
570,0.4026,0.6255,-0.3076,-0.0011,0.0018,0.9783
575,-0.5351,0.0426,-0.2613,-0.0033,-0.0038,1.0009
580,-0.6405,0.0832,-0.2689,-0.0044,-0.0156,0.9820
585,0.0347,0.1807,-0.2984,-0.0039,-0.0034,0.9858
590,-0.3016,0.0936,-0.2967,-0.0121,-0.0016,0.9916
595,-0.4307,0.0244,-0.3029,-0.0027,-0.0037,0.9923
600,-0.3093,0.0458,-0.2812,-0.0072,0.0004,0.9810
605,-0.1613,0.1027,-0.2610,-0.0049,-0.0050,0.9920
610,-0.4152,0.0978,-0.2844,-0.0045,-0.0073,0.9958
615,-0.3297,0.0665,-0.2920,-0.0082,-0.0033,0.9850
620,-0.2731,0.0786,-0.2635,-0.0028,0.0017,0.9917
625,-0.1975,0.0584,-0.2576,-0.0083,-0.0019,0.9928
630,-0.3228,0.0199,-0.3056,-0.0048,-0.0073,0.9904
635,-0.3696,-0.0320,-0.2677,-0.0067,-0.0066,0.9916
640,-0.2568,0.1487,-0.3085,-0.0055,-0.0040,0.9859
645,-0.2590,0.0308,-0.2630,-0.0062,-0.0023,0.9901
650,-0.3772,0.1054,-0.2940,-0.0063,-0.0015,0.9937
660,-0.1645,0.1226,-0.3073,-0.0056,-0.0034,0.9888
660,-0.3696,0.1746,-0.3063,-0.0074,-0.0095,0.9879
670,-0.3866,-0.0116,-0.2758,-0.0038,-0.0040,0.9848
675,-0.2893,0.0485,-0.2736,-0.0086,-0.0021,0.9908
680,-0.2911,0.0076,-0.2891,-0.0037,-0.0036,0.9881
685,-0.3204,0.0778,-0.2790,-0.0073,-0.0033,0.9897
690,-0.2157,0.0547,-0.2637,-0.0051,-0.0019,0.9881
695,-0.3162,0.0271,-0.2913,-0.0040,-0.0026,0.9892
700,-0.2965,0.0049,-0.2613,-0.0084,-0.0061,0.9906
705,-0.3364,-0.0246,-0.2871,-0.0040,-0.0041,0.9874
710,-0.2805,0.0283,-0.2743,-0.0062,-0.0039,0.9876
715,-0.2972,0.0167,-0.2797,-0.0059,-0.0020,0.9890
720,-0.3479,0.0273,-0.3056,-0.0066,-0.0032,0.9861
725,-0.2965,0.0702,-0.3049,-0.0059,-0.0036,0.9856
730,-0.2637,0.0842,-0.2768,-0.0062,-0.0057,0.9895
735,-0.3770,0.0054,-0.3083,-0.0072,-0.0049,0.9933
740,-0.3021,0.0918,-0.2950,-0.0059,-0.0026,0.9886
745,-0.2251,0.0241,-0.2960,-0.0063,-0.0019,0.9917
750,-0.3558,-0.0042,-0.2950,-0.0047,-0.0038,0.9903
755,-0.2992,0.0140,-0.3039,-0.0057,-0.0037,0.9910
760,-0.2962,0.0259,-0.2714,-0.0055,-0.0038,0.9876
765,-0.2997,0.0552,-0.2911,-0.0070,-0.0026,0.9897
770,-0.2891,0.1187,-0.2881,-0.0063,-0.0029,0.9897
775,-0.2716,0.0261,-0.2790,-0.0063,-0.0043,0.9904
780,-0.2526,0.0830,-0.2859,-0.0052,-0.0043,0.9869
785,-0.2879,0.0256,-0.2903,-0.0053,-0.0021,0.9911
790,-0.3159,0.0448,-0.2810,-0.0057,-0.0033,0.9876
795,-0.2888,0.0448,-0.2876,-0.0056,-0.0036,0.9872
800,-0.2128,-0.0138,-0.2871,-0.0063,-0.0038,0.9882
805,-0.3034,0.0076,-0.2933,-0.0055,-0.0039,0.9882
810,-0.2733,0.0586,-0.2938,-0.0055,-0.0035,0.9899
815,-0.2332,0.0074,-0.2655,-0.0074,-0.0031,0.9879
820,-0.4127,0.0325,-0.2903,-0.0049,-0.0047,0.9884
825,-0.4132,-0.0217,-0.2911,-0.0078,-0.0051,0.9884
830,-0.2613,0.0209,-0.2778,-0.0041,-0.0030,0.9894
835,-0.3009,-0.0281,-0.2677,-0.0071,-0.0039,0.9886
840,-0.2955,0.0717,-0.2716,-0.0062,-0.0037,0.9883
845,-0.2785,-0.0010,-0.2829,-0.0046,-0.0034,0.9909
850,-0.3511,0.1000,-0.3154,-0.0078,-0.0048,0.9889
855,-0.3031,0.0180,-0.2891,-0.0040,-0.0039,0.9865
860,-0.3012,0.0387,-0.2834,-0.0074,-0.0025,0.9892
865,-0.2694,0.0209,-0.2940,-0.0039,-0.0031,0.9888
870,-0.3051,0.1088,-0.2918,-0.0066,-0.0039,0.9894
875,-0.3285,0.0492,-0.2627,-0.0048,-0.0044,0.9883
880,-0.2960,0.0259,-0.3021,-0.0062,-0.0038,0.9888
885,-0.3420,0.1064,-0.2847,-0.0062,-0.0030,0.9902
890,-0.2371,-0.0323,-0.2807,-0.0041,-0.0029,0.9869
895,-0.2908,0.1340,-0.2952,-0.0069,-0.0038,0.9881
900,-0.3036,0.0251,-0.2866,-0.0044,-0.0024,0.9903
905,-0.2839,0.0857,-0.2679,-0.0079,-0.0042,0.9897
910,-0.4191,-0.0852,-0.2746,-0.0048,-0.0042,0.9916
915,-0.3561,0.0256,-0.2758,-0.0062,-0.0044,0.9891
920,-0.3807,0.0850,-0.2694,-0.0055,-0.0014,0.9866
925,-0.2642,0.1019,-0.2568,-0.0068,-0.0028,0.9854
930,-0.2711,0.0832,-0.2901,-0.0064,-0.0038,0.9919
935,-0.3743,-0.0172,-0.3285,-0.0041,-0.0081,0.9891
940,-0.3410,0.1716,-0.2709,-0.0074,-0.0045,0.9852
945,-0.2248,0.1093,-0.2797,-0.0035,0.0008,0.9912
950,-0.2817,-0.0660,-0.2551,-0.0081,-0.0066,0.9944
955,-0.3507,0.1069,-0.2906,-0.0040,-0.0076,0.9869
960,-0.2595,0.0926,-0.3108,-0.0064,-0.0024,0.9866
965,-0.2829,0.1635,-0.2618,-0.0064,0.0015,0.9901
970,-0.3154,0.0039,-0.2615,-0.0056,-0.0018,0.9893
975,-0.3273,0.0337,-0.2719,-0.0077,-0.0056,0.9907
980,-0.3157,0.0608,-0.2827,-0.0041,-0.0081,0.9880
985,-0.3110,-0.0034,-0.3103,-0.0072,-0.0046,0.9909
990,-0.3455,0.0867,-0.2896,-0.0057,0.0005,0.9876
995,-0.2632,-0.0103,-0.2662,-0.0061,-0.0001,0.9889
1000,-0.2753,0.0694,-0.3004,-0.0059,-0.0062,0.9898
1005,-0.3213,0.0236,-0.3186,-0.0056,-0.0080,0.9897
1010,-0.3477,0.0143,-0.3044,-0.0063,-0.0037,0.9897
1015,-0.2581,0.0330,-0.2884,-0.0064,-0.0005,0.9876
1020,-0.2652,0.0468,-0.2770,-0.0060,-0.0000,0.9912
1025,-0.3162,0.0431,-0.2888,-0.0059,-0.0045,0.9878
1030,-0.2674,0.0121,-0.3026,-0.0052,-0.0076,0.9878
1035,-0.2879,0.1300,-0.2893,-0.0075,-0.0055,0.9894
1040,-0.3359,0.0453,-0.2911,-0.0046,-0.0009,0.9886
1045,-0.3024,0.1248,-0.2797,-0.0074,-0.0009,0.9826
1050,-0.2928,0.0579,-0.2940,-0.0071,-0.0045,0.9912
1055,-0.3122,0.0601,-0.2728,-0.0057,-0.0063,0.9901
1060,-0.3583,0.0485,-0.3039,-0.0070,-0.0057,0.9858
1065,-0.2455,0.0362,-0.2664,-0.0038,-0.0020,0.9845
1070,-0.3120,0.0726,-0.2923,-0.0084,-0.0002,0.9902
1075,-0.2726,0.0790,-0.2497,-0.0042,-0.0023,0.9886
1080,-0.3433,0.0591,-0.2866,-0.0070,-0.0067,0.9896
1085,-0.3164,0.0192,-0.2972,-0.0055,-0.0068,0.9904
1090,-0.3723,0.0731,-0.3196,-0.0055,-0.0027,0.9897
1095,-0.3285,0.0364,-0.2925,-0.0074,-0.0008,0.9894
1100,-0.2842,0.0182,-0.2928,-0.0035,-0.0016,0.9888
1105,-0.2854,0.1051,-0.3024,-0.0084,-0.0052,0.9909
1115,-0.3600,-0.0155,-0.3125,-0.0035,-0.0054,0.9903
1115,-0.3181,0.0800,-0.2694,-0.0076,-0.0040,0.9891
1125,-0.2822,0.0665,-0.2637,-0.0049,-0.0007,0.9882
1130,-0.2852,0.1295,-0.2795,-0.0063,-0.0009,0.9914
1135,-0.2943,0.0502,-0.2753,-0.0066,-0.0065,0.9895
1140,-0.2755,0.0655,-0.3021,-0.0037,-0.0063,0.9862
1145,-0.2524,0.0318,-0.2884,-0.0087,-0.0028,0.9898
1150,-0.3337,0.0456,-0.3004,-0.0039,-0.0017,0.9886
1155,-0.3460,0.0522,-0.2817,-0.0073,-0.0017,0.9896
1160,-0.3425,0.0360,-0.2748,-0.0059,-0.0046,0.9910
1165,-0.2923,-0.0059,-0.2994,-0.0055,-0.0056,0.9904
1170,-0.3278,0.0985,-0.3024,-0.0067,-0.0055,0.9938
1175,-0.3292,0.0103,-0.2517,-0.0043,-0.0022,0.9841
1180,-0.2197,0.0591,-0.2743,-0.0079,-0.0020,0.9863
1185,-0.3300,0.0721,-0.3041,-0.0041,-0.0037,0.9921
1190,-0.3009,0.0372,-0.2438,-0.0074,-0.0047,0.9914
1195,-0.3152,0.0396,-0.2812,-0.0045,-0.0038,0.9855
1200,-0.2965,0.0401,-0.3088,-0.0068,-0.0027,0.9906
1205,-0.3691,0.0955,-0.2943,-0.0058,-0.0029,0.9891
1210,-0.2581,-0.0204,-0.2539,-0.0057,-0.0037,0.9866
1215,-0.2783,0.0616,-0.2696,-0.0072,-0.0043,0.9941
1220,-0.3346,-0.0623,-0.2790,-0.0049,-0.0050,0.9879
1225,-0.3172,0.0369,-0.2928,-0.0064,-0.0029,0.9880
1230,-0.2465,0.1106,-0.2593,-0.0056,-0.0032,0.9883
1235,-0.2731,0.0532,-0.2903,-0.0066,-0.0032,0.9866
1240,-0.3529,0.0677,-0.3098,-0.0065,-0.0032,0.9897
1245,-0.2758,0.0490,-0.2859,-0.0065,-0.0043,0.9909
1250,-0.3356,0.0731,-0.3030,-0.0058,-0.0032,0.9866
1255,-0.3484,0.0492,-0.3034,-0.0057,-0.0017,0.9889
1260,-0.2590,0.1244,-0.2529,-0.0059,-0.0031,0.9883
1265,-0.2746,0.1157,-0.2646,-0.0067,-0.0039,0.9906
1270,-0.2901,0.0596,-0.3093,-0.0058,-0.0045,0.9873
1275,-0.3068,-0.0074,-0.2847,-0.0060,-0.0031,0.9876
1280,-0.2701,0.0694,-0.2792,-0.0063,-0.0035,0.9905
1285,-0.3245,0.0968,-0.2603,-0.0060,-0.0029,0.9864
1290,-0.3255,0.1113,-0.2623,-0.0064,-0.0045,0.9946
1295,-0.3078,0.0598,-0.2844,-0.0050,-0.0046,0.9869
1300,-0.3019,-0.0657,-0.2728,-0.0057,-0.0029,0.9892
1305,-0.3635,0.0547,-0.2704,-0.0066,-0.0016,0.9868
1310,-0.3056,0.0468,-0.2980,-0.0054,-0.0030,0.9911
1315,-0.3103,0.0973,-0.2369,-0.0071,-0.0037,0.9896
1320,-0.2810,0.0448,-0.3218,-0.0049,-0.0034,0.9884
1325,-0.2758,0.1088,-0.2755,-0.0069,-0.0030,0.9896
1330,-0.3223,0.0867,-0.2785,-0.0057,-0.0032,0.9898
1335,-0.3445,0.0268,-0.2507,-0.0054,-0.0035,0.9908
1340,-0.2950,0.0712,-0.2682,-0.0061,-0.0043,0.9883
1345,-0.2640,0.0574,-0.3113,-0.0045,-0.0047,0.9872
1350,-0.2891,0.0089,-0.2778,-0.0080,-0.0027,0.9880
1355,-0.2948,-0.0207,-0.2881,-0.0040,-0.0016,0.9881
1360,-0.2994,0.1133,-0.2736,-0.0073,-0.0023,0.9888
1365,-0.2477,0.0470,-0.2972,-0.0046,-0.0053,0.9909
1370,-0.3310,0.0424,-0.2817,-0.0058,-0.0046,0.9908
1375,-0.3122,0.0724,-0.2933,-0.0073,-0.0038,0.9860
1380,-0.2677,0.0931,-0.2997,-0.0038,-0.0011,0.9904
1385,-0.2403,0.0852,-0.2911,-0.0083,-0.0031,0.9910
1390,-0.3361,0.0185,-0.3157,-0.0039,-0.0056,0.9883
1395,-0.2820,0.0761,-0.2797,-0.0084,-0.0045,0.9863
1400,-0.2494,0.0707,-0.2719,-0.0054,-0.0022,0.9923
1405,-0.2760,0.0182,-0.3154,-0.0057,-0.0017,0.9906
1410,-0.2329,0.0894,-0.2933,-0.0076,-0.0028,0.9899
1415,-0.3292,0.0278,-0.2684,-0.0045,-0.0042,0.9881
1420,-0.2743,0.0751,-0.2482,-0.0077,-0.0044,0.9880
1425,-0.3051,0.1322,-0.2618,-0.0029,-0.0024,0.9770
1430,-0.2635,-0.0165,-0.2837,-0.0083,-0.0036,0.9901
1435,-0.2541,0.0640,-0.2662,-0.0039,-0.0029,0.9876
1440,-0.2642,0.1022,-0.2876,-0.0066,-0.0041,0.9954
1445,-0.3430,0.0751,-0.2950,-0.0065,-0.0043,0.9923
1450,-0.3014,0.0653,-0.3066,-0.0052,-0.0030,0.9875
1455,-0.3071,0.1051,-0.2911,-0.0076,-0.0025,0.9877
1460,-0.2859,-0.0094,-0.2667,-0.0053,-0.0042,0.9930
1465,-0.4405,0.0675,-0.2763,-0.0074,-0.0047,0.9838
1470,-0.2482,0.0805,-0.2943,-0.0049,-0.0038,0.9879
1475,-0.2962,0.0153,-0.3201,-0.0073,-0.0033,0.9927
1480,-0.3930,0.0978,-0.2728,-0.0057,-0.0048,0.9868
1485,-0.3470,0.0608,-0.2965,-0.0059,-0.0039,0.9837
1490,-0.2775,0.0628,-0.2743,-0.0058,-0.0033,0.9901
1495,-0.3566,-0.0254,-0.2655,-0.0050,-0.0024,0.9918
1500,-0.3231,-0.0155,-0.2770,-0.0064,-0.0028,0.9872
1505,-0.2354,0.0672,-0.2672,-0.0050,-0.0042,0.9850
1510,-0.2672,0.0527,-0.3115,-0.0053,-0.0045,0.9901
1515,-0.3039,0.1283,-0.2952,-0.0062,-0.0035,0.9850
1520,-0.2943,-0.0027,-0.3209,-0.0059,-0.0035,0.9847
1525,-0.2859,0.1768,-0.3007,-0.0066,-0.0034,0.9911
1530,-0.3295,0.0561,-0.2965,-0.0058,-0.0039,0.9918
1535,-0.2719,0.1172,-0.2743,-0.0061,-0.0034,0.9878
1540,-0.3241,0.0793,-0.2448,-0.0059,-0.0027,0.9882
1545,-0.3617,0.0694,-0.3226,-0.0054,-0.0029,0.9902
1550,-0.2866,0.0975,-0.2810,-0.0055,-0.0030,0.9763
1555,-0.2603,0.0330,-0.3066,-0.0057,-0.0025,0.9955
1560,-0.3571,0.0357,-0.2827,-0.0074,-0.0052,0.9913
1565,-0.3376,0.0313,-0.3113,-0.0056,-0.0041,0.9856
1570,-0.2576,0.0025,-0.2800,-0.0059,-0.0023,0.9876
1575,-0.2864,-0.0475,-0.2556,-0.0069,-0.0032,0.9910
1580,-0.2911,0.0291,-0.2888,-0.0042,-0.0051,0.9875
1585,-0.2893,0.0377,-0.2785,-0.0085,-0.0038,0.9900
1595,-0.3580,0.0170,-0.2896,-0.0058,-0.0037,0.9928
1600,-0.3511,0.0598,-0.2888,-0.0072,-0.0036,0.9864
1605,-0.2770,0.0739,-0.2598,-0.0048,-0.0012,0.9847
1610,-0.2546,0.0357,-0.2805,-0.0063,-0.0023,0.9893
1615,-0.2933,0.0963,-0.2844,-0.0066,-0.0052,0.9900
1620,-0.3004,0.0749,-0.2751,-0.0047,-0.0048,0.9886
1625,-0.2923,0.0744,-0.2884,-0.0075,-0.0037,0.9887
1630,-0.2832,0.0025,-0.2687,-0.0040,-0.0022,0.9897
1635,-0.2736,0.0443,-0.2554,-0.0082,-0.0018,0.9887
1640,-0.2861,0.1226,-0.2731,-0.0038,-0.0026,0.9875
1645,-0.2977,0.0204,-0.2605,-0.0067,-0.0057,0.9885
1650,-0.3455,0.0670,-0.2817,-0.0048,-0.0041,0.9883
1655,-0.2490,0.0015,-0.2864,-0.0065,-0.0022,0.9884
1660,-0.3108,0.0091,-0.3039,-0.0073,-0.0014,0.9883
1665,-0.3063,0.0643,-0.3300,-0.0032,-0.0033,0.9894
1670,-0.3029,0.1916,-0.2952,-0.0081,-0.0056,0.9858
1675,-0.3105,0.1042,-0.2773,-0.0039,-0.0047,0.9891
1680,-0.3684,0.0131,-0.2955,-0.0080,-0.0037,0.9901
1685,-0.2832,0.0510,-0.2785,-0.0039,-0.0011,0.9864
1690,-0.2108,0.1448,-0.2834,-0.0071,-0.0020,0.9864
1695,-0.2787,0.0460,-0.2844,-0.0069,-0.0065,0.9885
1700,-0.3026,0.0362,-0.3105,-0.0052,-0.0065,0.9885
1705,-0.3398,0.1312,-0.2938,-0.0038,-0.0008,0.9889
1710,-0.2731,0.0475,-0.2802,-0.0038,-0.0029,0.9896
1715,-0.2386,0.0680,-0.2884,-0.0048,-0.0056,0.9876
1720,-0.3117,0.0608,-0.2884,-0.0071,-0.0067,0.9926
1725,-0.3314,-0.0098,-0.3127,-0.0053,-0.0040,0.9882
1730,-0.2987,-0.0098,-0.2844,-0.0054,0.0002,0.9874
1735,-0.2849,0.1056,-0.2541,-0.0074,-0.0029,0.9866
1740,-0.2635,0.0761,-0.2576,-0.0046,-0.0067,0.9885
1745,-0.2967,0.0428,-0.2916,-0.0078,-0.0064,0.9932
1750,-0.2847,0.0515,-0.3090,-0.0046,-0.0033,0.9894
1755,-0.2955,0.0593,-0.2844,-0.0073,-0.0010,0.9880
1760,-0.3093,0.0869,-0.2605,-0.0051,-0.0021,0.9855
1765,-0.2041,0.0495,-0.2913,-0.0069,-0.0047,0.9877
1770,-0.2541,0.0027,-0.2916,-0.0055,-0.0062,0.9915
1775,-0.3521,0.0473,-0.2576,-0.0061,-0.0049,0.9880
1780,-0.2802,0.0532,-0.2847,-0.0068,-0.0017,0.9881
1785,-0.3046,0.0657,-0.2704,-0.0049,-0.0026,0.9876
1790,-0.2522,0.0606,-0.2792,-0.0069,-0.0043,0.9901
1795,-0.2997,0.0813,-0.2849,-0.0058,-0.0058,0.9873
1800,-0.2477,0.0066,-0.2726,-0.0064,-0.0039,0.9867
1805,-0.2751,0.1362,-0.2952,-0.0061,-0.0027,0.9932
1810,-0.3327,0.0872,-0.3014,-0.0056,-0.0023,0.9873
1815,-0.3324,0.0460,-0.2714,-0.0066,-0.0051,0.9868
1820,-0.3558,0.0401,-0.2716,-0.0058,-0.0057,0.9894
1825,-0.3280,0.0453,-0.2753,-0.0061,-0.0034,0.9891
1830,-0.2810,0.0800,-0.2893,-0.0056,-0.0013,0.9867
1835,-0.2265,0.0298,-0.2901,-0.0055,-0.0021,0.9867
1840,-0.2504,0.1054,-0.2948,-0.0067,-0.0038,0.9899
1845,-0.2768,0.0308,-0.2869,-0.0053,-0.0049,0.9907
1850,-0.2859,0.0581,-0.2578,-0.0065,-0.0031,0.9867
1855,-0.3189,0.0039,-0.2807,-0.0062,-0.0043,0.9922
1860,-0.2817,0.0850,-0.2603,-0.0057,-0.0032,0.9871
1865,-0.2123,0.0628,-0.3083,-0.0060,-0.0032,0.9906
1870,-0.2945,0.0889,-0.3093,-0.0045,-0.0044,0.9894
1875,-0.3607,0.0438,-0.3085,-0.0072,-0.0035,0.9894
1880,-0.3595,-0.0126,-0.2999,-0.0053,-0.0040,0.9877
1885,-0.2871,0.0187,-0.2847,-0.0070,-0.0022,0.9880
1890,-0.2307,0.0611,-0.2861,-0.0052,-0.0030,0.9898
1895,-0.2224,0.1066,-0.2731,-0.0054,-0.0032,0.9889
1900,-0.2657,0.0113,-0.2517,-0.0073,-0.0070,0.9911
1905,-0.3253,0.0682,-0.3177,-0.0041,-0.0052,0.9898
