255,-0.3622,0.0475,-0.2989,-0.0049,-0.0043,0.9892,0,0,0,1,32,0.1,0.1,0.1
260,-0.3492,0.0158,-0.2605,-0.0052,-0.003,0.9873,0,0,0,1,32,0.1,0.1,0.1
265,-0.3201,0.0291,-0.2881,-0.0051,-0.0029,0.9874,0,0,0,1,32,0.1,0.1,0.1
270,-0.2856,0.1423,-0.259,-0.0063,-0.0045,0.9904,0,0,0,1,32,0.1,0.1,0.1
275,-0.2935,0.0608,-0.2859,-0.0052,-0.0045,0.989,0,0,0,1,32,0.1,0.1,0.1
280,-0.3704,0.1487,-0.3095,-0.0061,-0.0038,0.9889,0,0,0,1,32,0.1,0.1,0.1
285,-0.28,0.0071,-0.2896,-0.0062,-0.0042,0.9891,0,0,0,1,32,0.1,0.1,0.1
290,-0.2955,0.0852,-0.2598,-0.0049,-0.003,0.9895,0,0,0,1,32,0.1,0.1,0.1
295,-0.3285,0.0872,-0.3056,-0.0072,-0.0043,0.988,0,0,0,1,32,0.1,0.1,0.1
300,-0.278,0.0318,-0.2982,-0.0034,-0.0042,0.9896,0,0,0,1,32,0.1,0.1,0.1
305,-0.2672,0.0507,-0.3058,-0.0067,-0.0046,0.9893,0,0,0,1,32,0.1,0.1,0.1
310,-0.3115,0.0837,-0.2879,-0.0046,-0.0046,0.9893,0,0,0,1,32,0.1,0.1,0.1
315,-0.3034,0.0554,-0.3004,-0.0066,-0.0045,0.9878,0,0,0,1,32,0.1,0.1,0.1
320,-0.2817,0.1015,-0.2824,-0.0049,-0.0045,0.9893,0,0,0,1,32,0.1,0.1,0.1
325,-0.2723,0.033,-0.3108,-0.0055,-0.0045,0.9884,0,0,0,1,32,0.1,0.1,0.1
330,-0.2952,0.0569,-0.2775,-0.0055,-0.0033,0.9891,0,0,0,1,32,0.1,0.1,0.1
335,-0.3231,0.1024,-0.2864,-0.0062,-0.0025,0.989,0,0,0,1,32,0.1,0.1,0.1
340,-0.3292,0.0581,-0.2864,-0.0042,-0.0015,0.9884,0,0,0,1,32,0.1,0.1,0.1
345,-0.2458,0.0719,-0.3031,-0.0075,-0.0035,0.9884,0,0,0,1,32,0.1,0.1,0.1
350,-0.2492,0.0719,-0.3012,-0.0037,-0.0063,0.9872,0,0,0,1,32,0.1,0.1,0.1
355,-0.2682,0.0254,-0.2807,-0.0076,-0.0054,0.9891,0,0,0,1,32,0.1,0.1,0.1
360,-0.2305,0.1074,-0.2943,-0.0055,-0.0032,0.99,0,0,0,1,32,0.1,0.1,0.1
365,-0.2903,0.0382,-0.3076,-0.005,-0.0029,0.9901,0,0,0,1,32,0.1,0.1,0.1
370,-0.3014,0.1182,-0.3078,-0.0067,-0.004,0.9869,0,0,0,1,32,0.1,0.1,0.1
375,-0.2965,0.0249,-0.2785,-0.0056,-0.0039,0.9894,0,0,0,1,32,0.1,0.1,0.1
380,-0.2965,0.033,-0.3058,-0.0067,-0.0046,0.9894,0,0,0,1,32,0.1,0.1,0.1
385,-0.2992,0.0978,-0.3196,-0.0035,-0.0036,0.9876,0,0,0,1,32,0.1,0.1,0.1
390,-0.3253,0.15,-0.2994,-0.0084,-0.0038,0.9897,0,0,0,1,32,0.1,0.1,0.1
395,-0.2913,0.0347,-0.298,-0.0042,-0.0038,0.9891,0,0,0,1,32,0.1,0.1,0.1
400,-0.2519,0.0153,-0.2829,-0.0074,-0.0041,0.9893,0,0,0,1,32,0.1,0.1,0.1
405,-0.2288,-0.0002,-0.2763,-0.0056,-0.0047,0.989,0,0,0,1,32,0.1,0.1,0.1
410,-0.3605,0.0234,-0.2595,-0.0051,-0.0044,0.9878,0,0,0,1,32,0.1,0.1,0.1
415,-0.248,0.2027,-0.2824,-0.0064,-0.0033,0.9906,0,0,0,1,32,0.1,0.1,0.1
420,-0.3546,0.1212,-0.2539,-0.0039,-0.0023,0.9903,0,0,0,1,32,0.1,0.1,0.1
425,-0.2554,0.0554,-0.2763,-0.0071,-0.0044,0.9891,0,0,0,1,32,0.1,0.1,0.1
430,-0.2763,0.1234,-0.2834,-0.003,-0.0051,0.9888,0,0,0,1,32,0.1,0.1,0.1
435,-0.293,0.0973,-0.2871,-0.0078,-0.0044,0.9892,0,0,0,1,32,0.1,0.1,0.1
440,-0.344,0.1012,-0.3154,-0.0052,-0.0035,0.9885,0,0,0,1,32,0.1,0.1,0.1
445,-0.3039,-0.0458,-0.28,-0.005,-0.0027,0.987,0,0,0,1,32,0.1,0.1,0.1
450,-0.3378,0.1007,-0.2866,-0.0054,-0.0035,0.9913,0,0,0,1,32,0.1,0.1,0.1
455,-0.2768,-0.0062,-0.2881,-0.0058,-0.0048,0.9885,0,0,0,1,32,0.1,0.1,0.1
460,-0.2792,0.0547,-0.2829,-0.0073,-0.0035,0.9897,0,0,0,1,32,0.1,0.1,0.1
465,-0.3115,0.1088,-0.3007,-0.0046,-0.0027,0.9894,0,0,0,1,32,0.1,0.1,0.1
470,-0.2938,0.0709,-0.2805,-0.0058,-0.0036,0.9885,0,0,0,1,32,0.1,0.1,0.1
475,-0.2859,0.016,-0.2672,-0.005,-0.0041,0.9895,0,0,0,1,32,0.1,0.1,0.1
480,-0.292,0.0485,-0.2957,-0.0066,-0.0049,0.9887,0,0,0,1,32,0.1,0.1,0.1
485,-0.311,0.0837,-0.2884,-0.0059,-0.0038,0.9899,0,0,0,1,32,0.1,0.1,0.1
490,-0.296,0.0428,-0.3223,-0.0048,-0.004,0.9881,0,0,0,1,32,0.1,0.1,0.1
495,-0.3083,0.0845,-0.2982,-0.0064,-0.0033,0.9878,0,0,0,1,32,0.1,0.1,0.1
500,-0.2763,0.1101,-0.2965,-0.0052,-0.0034,0.9861,0,0,0,1,32,0.1,0.1,0.1
505,-0.1948,0.0832,-0.309,-0.0055,-0.0032,0.9949,0,0,0,1,32,0.1,0.1,0.1
510,-0.4472,0.0955,-0.2874,-0.0055,-0.0076,0.989,0,0,0,1,32,0.1,0.1,0.1
515,-0.2507,0.0081,-0.3132,-0.0053,-0.0054,0.9839,0,0,0,1,32,0.1,0.1,0.1
520,-0.2391,0.1029,-0.3076,-0.0064,0.0003,0.993,0,0,0,1,32,0.1,0.1,0.1
525,-0.2494,0.0886,-0.2898,-0.0058,-0.0028,0.9857,0,0,0,1,32,0.1,0.1,0.1
530,-0.329,-0.0441,-0.298,-0.0057,-0.0025,0.9914,0,0,0,1,32,0.1,0.1,0.1
535,-0.2879,0.0899,-0.261,-0.0059,-0.0065,0.9891,0,0,0,1,32,0.1,0.1,0.1
540,-0.2623,0.0532,-0.3036,-0.0039,-0.0046,0.9888,0,0,0,1,32,0.1,0.1,0.1
545,-0.2751,0.0793,-0.2458,-0.0085,-0.0036,0.988,0,0,0,1,32,0.1,0.1,0.1
550,-0.2728,0.0101,-0.2928,-0.0051,-0.001,0.9908,0,0,0,1,32,0.1,0.1,0.1
555,-0.2361,0.1066,-0.2952,-0.0062,-0.0031,0.9873,0,0,0,1,32,0.1,0.1,0.1
560,-0.2519,0.1384,-0.2874,-0.0054,-0.0051,0.9892,0,0,0,1,32,0.1,0.1,0.1
565,-0.1349,0.0941,-0.2741,-0.0053,-0.0044,0.9873,0,0,0,1,32,0.1,0.1,0.1
570,0.4026,0.6255,-0.3076,-0.0011,0.0018,0.9783,0,0,0,1,32,0.1,0.1,0.1
575,-0.5351,0.0426,-0.2613,-0.0033,-0.0038,1.0009,0,0,0,1,32,0.1,0.1,0.1
580,-0.6405,0.0832,-0.2689,-0.0044,-0.0156,0.982,0,0,0,1,32,0.1,0.1,0.1
585,0.0347,0.1807,-0.2984,-0.0039,-0.0034,0.9858,0,0,0,1,32,0.1,0.1,0.1
590,-0.3016,0.0936,-0.2967,-0.0121,-0.0016,0.9916,0,0,0,1,32,0.1,0.1,0.1
595,-0.4307,0.0244,-0.3029,-0.0027,-0.0037,0.9923,0,0,0,1,32,0.1,0.1,0.1
600,-0.3093,0.0458,-0.2812,-0.0072,0.0004,0.981,0,0,0,1,32,0.1,0.1,0.1
605,-0.1613,0.1027,-0.261,-0.0049,-0.005,0.992,0,0,0,1,32,0.1,0.1,0.1
610,-0.4152,0.0978,-0.2844,-0.0045,-0.0073,0.9958,0,0,0,1,32,0.1,0.1,0.1
615,-0.3297,0.0665,-0.292,-0.0082,-0.0033,0.985,0,0,0,1,32,0.1,0.1,0.1
620,-0.2731,0.0786,-0.2635,-0.0028,0.0017,0.9917,0,0,0,1,32,0.1,0.1,0.1
625,-0.1975,0.0584,-0.2576,-0.0083,-0.0019,0.9928,0,0,0,1,32,0.1,0.1,0.1
630,-0.3228,0.0199,-0.3056,-0.0048,-0.0073,0.9904,0,0,0,1,32,0.1,0.1,0.1
635,-0.3696,-0.032,-0.2677,-0.0067,-0.0066,0.9916,0,0,0,1,32,0.1,0.1,0.1
640,-0.2568,0.1487,-0.3085,-0.0055,-0.004,0.9859,0,0,0,1,32,0.1,0.1,0.1
645,-0.259,0.0308,-0.263,-0.0062,-0.0023,0.9901,0,0,0,1,32,0.1,0.1,0.1
650,-0.3772,0.1054,-0.294,-0.0063,-0.0015,0.9937,0,0,0,1,32,0.1,0.1,0.1
660,-0.1645,0.1226,-0.3073,-0.0056,-0.0034,0.9888,0,0,0,1,32,0.1,0.1,0.1
660,-0.3696,0.1746,-0.3063,-0.0074,-0.0095,0.9879,0,0,0,1,32,0.1,0.1,0.1
670,-0.3866,-0.0116,-0.2758,-0.0038,-0.004,0.9848,0,0,0,1,32,0.1,0.1,0.1
675,-0.2893,0.0485,-0.2736,-0.0086,-0.0021,0.9908,0,0,0,1,32,0.1,0.1,0.1
680,-0.2911,0.0076,-0.2891,-0.0037,-0.0036,0.9881,0,0,0,1,32,0.1,0.1,0.1
685,-0.3204,0.0778,-0.279,-0.0073,-0.0033,0.9897,0,0,0,1,32,0.1,0.1,0.1
690,-0.2157,0.0547,-0.2637,-0.0051,-0.0019,0.9881,0,0,0,1,32,0.1,0.1,0.1
695,-0.3162,0.0271,-0.2913,-0.004,-0.0026,0.9892,0,0,0,1,32,0.1,0.1,0.1
700,-0.2965,0.0049,-0.2613,-0.0084,-0.0061,0.9906,0,0,0,1,32,0.1,0.1,0.1
705,-0.3364,-0.0246,-0.2871,-0.004,-0.0041,0.9874,0,0,0,1,32,0.1,0.1,0.1
710,-0.2805,0.0283,-0.2743,-0.0062,-0.0039,0.9876,0,0,0,1,32,0.1,0.1,0.1
715,-0.2972,0.0167,-0.2797,-0.0059,-0.002,0.989,0,0,0,1,32,0.1,0.1,0.1
720,-0.3479,0.0273,-0.3056,-0.0066,-0.0032,0.9861,0,0,0,1,32,0.1,0.1,0.1
725,-0.2965,0.0702,-0.3049,-0.0059,-0.0036,0.9856,0,0,0,1,32,0.1,0.1,0.1
730,-0.2637,0.0842,-0.2768,-0.0062,-0.0057,0.9895,0,0,0,1,32,0.1,0.1,0.1
735,-0.377,0.0054,-0.3083,-0.0072,-0.0049,0.9933,0,0,0,1,32,0.1,0.1,0.1
740,-0.3021,0.0918,-0.295,-0.0059,-0.0026,0.9886,0,0,0,1,32,0.1,0.1,0.1
745,-0.2251,0.0241,-0.296,-0.0063,-0.0019,0.9917,0,0,0,1,32,0.1,0.1,0.1
750,-0.3558,-0.0042,-0.295,-0.0047,-0.0038,0.9903,0,0,0,1,32,0.1,0.1,0.1
755,-0.2992,0.014,-0.3039,-0.0057,-0.0037,0.991,0,0,0,1,32,0.1,0.1,0.1
760,-0.2962,0.0259,-0.2714,-0.0055,-0.0038,0.9876,0,0,0,1,32,0.1,0.1,0.1
765,-0.2997,0.0552,-0.2911,-0.007,-0.0026,0.9897,0,0,0,1,32,0.1,0.1,0.1
770,-0.2891,0.1187,-0.2881,-0.0063,-0.0029,0.9897,0,0,0,1,32,0.1,0.1,0.1
775,-0.2716,0.0261,-0.279,-0.0063,-0.0043,0.9904,0,0,0,1,32,0.1,0.1,0.1
780,-0.2526,0.083,-0.2859,-0.0052,-0.0043,0.9869,0,0,0,1,32,0.1,0.1,0.1
785,-0.2879,0.0256,-0.2903,-0.0053,-0.0021,0.9911,0,0,0,1,32,0.1,0.1,0.1
790,-0.3159,0.0448,-0.281,-0.0057,-0.0033,0.9876,0,0,0,1,32,0.1,0.1,0.1
795,-0.2888,0.0448,-0.2876,-0.0056,-0.0036,0.9872,0,0,0,1,32,0.1,0.1,0.1
800,-0.2128,-0.0138,-0.2871,-0.0063,-0.0038,0.9882,0,0,0,1,32,0.1,0.1,0.1
805,-0.3034,0.0076,-0.2933,-0.0055,-0.0039,0.9882,0,0,0,1,32,0.1,0.1,0.1
810,-0.2733,0.0586,-0.2938,-0.0055,-0.0035,0.9899,0,0,0,1,32,0.1,0.1,0.1
815,-0.2332,0.0074,-0.2655,-0.0074,-0.0031,0.9879,0,0,0,1,32,0.1,0.1,0.1
820,-0.4127,0.0325,-0.2903,-0.0049,-0.0047,0.9884,0,0,0,1,32,0.1,0.1,0.1
825,-0.4132,-0.0217,-0.2911,-0.0078,-0.0051,0.9884,0,0,0,1,32,0.1,0.1,0.1
830,-0.2613,0.0209,-0.2778,-0.0041,-0.003,0.9894,0,0,0,1,32,0.1,0.1,0.1
835,-0.3009,-0.0281,-0.2677,-0.0071,-0.0039,0.9886,0,0,0,1,32,0.1,0.1,0.1
840,-0.2955,0.0717,-0.2716,-0.0062,-0.0037,0.9883,0,0,0,1,32,0.1,0.1,0.1
845,-0.2785,-0.001,-0.2829,-0.0046,-0.0034,0.9909,0,0,0,1,32,0.1,0.1,0.1
850,-0.3511,0.1,-0.3154,-0.0078,-0.0048,0.9889,0,0,0,1,32,0.1,0.1,0.1
855,-0.3031,0.018,-0.2891,-0.004,-0.0039,0.9865,0,0,0,1,32,0.1,0.1,0.1
860,-0.3012,0.0387,-0.2834,-0.0074,-0.0025,0.9892,0,0,0,1,32,0.1,0.1,0.1
865,-0.2694,0.0209,-0.294,-0.0039,-0.0031,0.9888,0,0,0,1,32,0.1,0.1,0.1
870,-0.3051,0.1088,-0.2918,-0.0066,-0.0039,0.9894,0,0,0,1,32,0.1,0.1,0.1
875,-0.3285,0.0492,-0.2627,-0.0048,-0.0044,0.9883,0,0,0,1,32,0.1,0.1,0.1
880,-0.296,0.0259,-0.3021,-0.0062,-0.0038,0.9888,0,0,0,1,32,0.1,0.1,0.1
885,-0.342,0.1064,-0.2847,-0.0062,-0.003,0.9902,0,0,0,1,32,0.1,0.1,0.1
890,-0.2371,-0.0323,-0.2807,-0.0041,-0.0029,0.9869,0,0,0,1,32,0.1,0.1,0.1
895,-0.2908,0.134,-0.2952,-0.0069,-0.0038,0.9881,0,0,0,1,32,0.1,0.1,0.1
900,-0.3036,0.0251,-0.2866,-0.0044,-0.0024,0.9903,0,0,0,1,32,0.1,0.1,0.1
905,-0.2839,0.0857,-0.2679,-0.0079,-0.0042,0.9897,0,0,0,1,32,0.1,0.1,0.1
910,-0.4191,-0.0852,-0.2746,-0.0048,-0.0042,0.9916,0,0,0,1,32,0.1,0.1,0.1
915,-0.3561,0.0256,-0.2758,-0.0062,-0.0044,0.9891,0,0,0,1,32,0.1,0.1,0.1
920,-0.3807,0.085,-0.2694,-0.0055,-0.0014,0.9866,0,0,0,1,32,0.1,0.1,0.1
925,-0.2642,0.1019,-0.2568,-0.0068,-0.0028,0.9854,0,0,0,1,32,0.1,0.1,0.1
930,-0.2711,0.0832,-0.2901,-0.0064,-0.0038,0.9919,0,0,0,1,32,0.1,0.1,0.1
935,-0.3743,-0.0172,-0.3285,-0.0041,-0.0081,0.9891,0,0,0,1,32,0.1,0.1,0.1
940,-0.341,0.1716,-0.2709,-0.0074,-0.0045,0.9852,0,0,0,1,32,0.1,0.1,0.1
945,-0.2248,0.1093,-0.2797,-0.0035,0.0008,0.9912,0,0,0,1,32,0.1,0.1,0.1
950,-0.2817,-0.066,-0.2551,-0.0081,-0.0066,0.9944,0,0,0,1,32,0.1,0.1,0.1
955,-0.3507,0.1069,-0.2906,-0.004,-0.0076,0.9869,0,0,0,1,32,0.1,0.1,0.1
960,-0.2595,0.0926,-0.3108,-0.0064,-0.0024,0.9866,0,0,0,1,32,0.1,0.1,0.1
965,-0.2829,0.1635,-0.2618,-0.0064,0.0015,0.9901,0,0,0,1,32,0.1,0.1,0.1
970,-0.3154,0.0039,-0.2615,-0.0056,-0.0018,0.9893,0,0,0,1,32,0.1,0.1,0.1
975,-0.3273,0.0337,-0.2719,-0.0077,-0.0056,0.9907,0,0,0,1,32,0.1,0.1,0.1
980,-0.3157,0.0608,-0.2827,-0.0041,-0.0081,0.988,0,0,0,1,32,0.1,0.1,0.1
985,-0.311,-0.0034,-0.3103,-0.0072,-0.0046,0.9909,0,0,0,1,32,0.1,0.1,0.1
990,-0.3455,0.0867,-0.2896,-0.0057,0.0005,0.9876,0,0,0,1,32,0.1,0.1,0.1
995,-0.2632,-0.0103,-0.2662,-0.0061,-0.0001,0.9889,0,0,0,1,32,0.1,0.1,0.1
1000,-0.2753,0.0694,-0.3004,-0.0059,-0.0062,0.9898,0,0,0,1,32,0.1,0.1,0.1
1005,-0.3213,0.0236,-0.3186,-0.0056,-0.008,0.9897,0,0,0,1,32,0.1,0.1,0.1
1010,-0.3477,0.0143,-0.3044,-0.0063,-0.0037,0.9897,0,0,0,1,32,0.1,0.1,0.1
1015,-0.2581,0.033,-0.2884,-0.0064,-0.0005,0.9876,0,0,0,1,32,0.1,0.1,0.1
1020,-0.2652,0.0468,-0.277,-0.006,0,0.9912,0,0,0,1,32,0.1,0.1,0.1
1025,-0.3162,0.0431,-0.2888,-0.0059,-0.0045,0.9878,0,0,0,1,32,0.1,0.1,0.1
1030,-0.2674,0.0121,-0.3026,-0.0052,-0.0076,0.9878,0,0,0,1,32,0.1,0.1,0.1
1035,-0.2879,0.13,-0.2893,-0.0075,-0.0055,0.9894,0,0,0,1,32,0.1,0.1,0.1
1040,-0.3359,0.0453,-0.2911,-0.0046,-0.0009,0.9886,0,0,0,1,32,0.1,0.1,0.1
1045,-0.3024,0.1248,-0.2797,-0.0074,-0.0009,0.9826,0,0,0,1,32,0.1,0.1,0.1
1050,-0.2928,0.0579,-0.294,-0.0071,-0.0045,0.9912,0,0,0,1,32,0.1,0.1,0.1
1055,-0.3122,0.0601,-0.2728,-0.0057,-0.0063,0.9901,0,0,0,1,32,0.1,0.1,0.1
1060,-0.3583,0.0485,-0.3039,-0.007,-0.0057,0.9858,0,0,0,1,32,0.1,0.1,0.1
1065,-0.2455,0.0362,-0.2664,-0.0038,-0.002,0.9845,0,0,0,1,32,0.1,0.1,0.1
1070,-0.312,0.0726,-0.2923,-0.0084,-0.0002,0.9902,0,0,0,1,32,0.1,0.1,0.1
1075,-0.2726,0.079,-0.2497,-0.0042,-0.0023,0.9886,0,0,0,1,32,0.1,0.1,0.1
1080,-0.3433,0.0591,-0.2866,-0.007,-0.0067,0.9896,0,0,0,1,32,0.1,0.1,0.1
1085,-0.3164,0.0192,-0.2972,-0.0055,-0.0068,0.9904,0,0,0,1,32,0.1,0.1,0.1
1090,-0.3723,0.0731,-0.3196,-0.0055,-0.0027,0.9897,0,0,0,1,32,0.1,0.1,0.1
1095,-0.3285,0.0364,-0.2925,-0.0074,-0.0008,0.9894,0,0,0,1,32,0.1,0.1,0.1
1100,-0.2842,0.0182,-0.2928,-0.0035,-0.0016,0.9888,0,0,0,1,32,0.1,0.1,0.1
1105,-0.2854,0.1051,-0.3024,-0.0084,-0.0052,0.9909,0,0,0,1,32,0.1,0.1,0.1
1115,-0.36,-0.0155,-0.3125,-0.0035,-0.0054,0.9903,0,0,0,1,32,0.1,0.1,0.1
1115,-0.3181,0.08,-0.2694,-0.0076,-0.004,0.9891,0,0,0,1,32,0.1,0.1,0.1
1125,-0.2822,0.0665,-0.2637,-0.0049,-0.0007,0.9882,0,0,0,1,32,0.1,0.1,0.1
1130,-0.2852,0.1295,-0.2795,-0.0063,-0.0009,0.9914,0,0,0,1,32,0.1,0.1,0.1
1135,-0.2943,0.0502,-0.2753,-0.0066,-0.0065,0.9895,0,0,0,1,32,0.1,0.1,0.1
1140,-0.2755,0.0655,-0.3021,-0.0037,-0.0063,0.9862,0,0,0,1,32,0.1,0.1,0.1
1145,-0.2524,0.0318,-0.2884,-0.0087,-0.0028,0.9898,0,0,0,1,32,0.1,0.1,0.1
1150,-0.3337,0.0456,-0.3004,-0.0039,-0.0017,0.9886,0,0,0,1,32,0.1,0.1,0.1
1155,-0.346,0.0522,-0.2817,-0.0073,-0.0017,0.9896,0,0,0,1,32,0.1,0.1,0.1
1160,-0.3425,0.036,-0.2748,-0.0059,-0.0046,0.991,0,0,0,1,32,0.1,0.1,0.1
1165,-0.2923,-0.0059,-0.2994,-0.0055,-0.0056,0.9904,0,0,0,1,32,0.1,0.1,0.1
1170,-0.3278,0.0985,-0.3024,-0.0067,-0.0055,0.9938,0,0,0,1,32,0.1,0.1,0.1
1175,-0.3292,0.0103,-0.2517,-0.0043,-0.0022,0.9841,0,0,0,1,32,0.1,0.1,0.1
1180,-0.2197,0.0591,-0.2743,-0.0079,-0.002,0.9863,0,0,0,1,32,0.1,0.1,0.1
1185,-0.33,0.0721,-0.3041,-0.0041,-0.0037,0.9921,0,0,0,1,32,0.1,0.1,0.1
1190,-0.3009,0.0372,-0.2438,-0.0074,-0.0047,0.9914,0,0,0,1,32,0.1,0.1,0.1
1195,-0.3152,0.0396,-0.2812,-0.0045,-0.0038,0.9855,0,0,0,1,32,0.1,0.1,0.1
1200,-0.2965,0.0401,-0.3088,-0.0068,-0.0027,0.9906,0,0,0,1,32,0.1,0.1,0.1
1205,-0.3691,0.0955,-0.2943,-0.0058,-0.0029,0.9891,0,0,0,1,32,0.1,0.1,0.1
1210,-0.2581,-0.0204,-0.2539,-0.0057,-0.0037,0.9866,0,0,0,1,32,0.1,0.1,0.1
1215,-0.2783,0.0616,-0.2696,-0.0072,-0.0043,0.9941,0,0,0,1,32,0.1,0.1,0.1
1220,-0.3346,-0.0623,-0.279,-0.0049,-0.005,0.9879,0,0,0,1,32,0.1,0.1,0.1
1225,-0.3172,0.0369,-0.2928,-0.0064,-0.0029,0.988,0,0,0,1,32,0.1,0.1,0.1
